NDC,Medication_Name,Strength,Form,Route,DEA_Class,Simple_Generic_1,Pharm_Class_1,Thera_Class_1
63459050230,ACTIQ 200 MCG LOZENGE ON A HANDLE,200 mcg,Lozenge on a Handle,Buccal,C-II,fentanyl citrate,OPIOID ANALGESICS,ANALGESICS
63459050430,ACTIQ 400 MCG LOZENGE ON A HANDLE,400 mcg,Lozenge on a Handle,Buccal,C-II,fentanyl citrate,OPIOID ANALGESICS,ANALGESICS
63459054128,"FENTORA 100 MCG BUCCAL TABLET, EFFERVESCENT",100 mcg,"Tablet, Effervescent",Buccal,C-II,fentanyl citrate,OPIOID ANALGESICS,ANALGESICS
63459054228,"FENTORA 200 MCG BUCCAL TABLET, EFFERVESCENT",200 mcg,"Tablet, Effervescent",Buccal,C-II,fentanyl citrate,OPIOID ANALGESICS,ANALGESICS
63459054428,"FENTORA 400 MCG BUCCAL TABLET, EFFERVESCENT",400 mcg,"Tablet, Effervescent",Buccal,C-II,fentanyl citrate,OPIOID ANALGESICS,ANALGESICS
63459054628,"FENTORA 600 MCG BUCCAL TABLET, EFFERVESCENT",600 mcg,"Tablet, Effervescent",Buccal,C-II,fentanyl citrate,OPIOID ANALGESICS,ANALGESICS
63459054828,"FENTORA 800 MCG BUCCAL TABLET, EFFERVESCENT",800 mcg,"Tablet, Effervescent",Buccal,C-II,fentanyl citrate,OPIOID ANALGESICS,ANALGESICS
63481016160,BELBUCA 75 MCG BUCCAL FILM,75 mcg,Film,Buccal,C-III,buprenorphine HCl,OPIOID ANALGESICS,ANALGESICS
63481020760,BELBUCA 150 MCG BUCCAL FILM,150 mcg,Film,Buccal,C-III,buprenorphine HCl,OPIOID ANALGESICS,ANALGESICS
63481034860,BELBUCA 300 MCG BUCCAL FILM,300 mcg,Film,Buccal,C-III,buprenorphine HCl,OPIOID ANALGESICS,ANALGESICS
63481043470,"OPANA ER 5 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",5 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
63481043670,"OPANA ER 10 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",10 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
63481043970,"OPANA ER 30 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",30 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
63481051960,BELBUCA 450 MCG BUCCAL FILM,450 mcg,Film,Buccal,C-III,buprenorphine HCl,OPIOID ANALGESICS,ANALGESICS
63481055370,"OPANA ER 15 MG TABLET,EXTENDED RELEASE",15 mg,Tablet ER 12 hr,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
63481057170,"OPANA ER 30 MG TABLET,EXTENDED RELEASE",30 mg,Tablet ER 12 hr,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
63481061270,OPANA 5 MG TABLET,5 mg,Tablet,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
63481061370,OPANA 10 MG TABLET,10 mg,Tablet,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
63481061770,"OPANA ER 20 MG TABLET,EXTENDED RELEASE",20 mg,Tablet ER 12 hr,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
63481062170,PERCOCET 7.5 MG-500 MG TABLET,7.5-500 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
63481062370,PERCOCET 5 MG-325 MG TABLET,5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
63481062770,PERCOCET 2.5 MG-325 MG TABLET,2.5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
63481062870,PERCOCET 7.5 MG-325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
63481062970,PERCOCET 10 MG-325 MG TABLET,10-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
63481067470,"OPANA ER 10 MG TABLET,EXTENDED RELEASE",10 mg,Tablet ER 12 hr,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
63481068560,BELBUCA 600 MCG BUCCAL FILM,600 mcg,Film,Buccal,C-III,buprenorphine HCl,OPIOID ANALGESICS,ANALGESICS
63481069370,"OPANA ER 40 MG TABLET,EXTENDED RELEASE",40 mg,Tablet ER 12 hr,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
63481081260,"OPANA ER 5 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",5 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
63481081360,"OPANA ER 7.5 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",7.5 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
63481081420,"OPANA ER 10 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",10 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
63481081460,"OPANA ER 10 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",10 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
63481081560,"OPANA ER 15 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",15 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
63481081620,"OPANA ER 20 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",20 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
63481081660,"OPANA ER 20 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",20 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
63481081760,"OPANA ER 30 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",30 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
63481081860,"OPANA ER 40 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",40 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
63481082060,BELBUCA 750 MCG BUCCAL FILM,750 mcg,Film,Buccal,C-III,buprenorphine HCl,OPIOID ANALGESICS,ANALGESICS
63481090770,"OPANA ER 5 MG TABLET,EXTENDED RELEASE",5 mg,Tablet ER 12 hr,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
63481095260,BELBUCA 900 MCG BUCCAL FILM,900 mcg,Film,Buccal,C-III,buprenorphine HCl,OPIOID ANALGESICS,ANALGESICS
63717089516,ZAMICET 10 MG-325 MG/15 ML ORAL SOLUTION,10-325 mg/15 mL,Solution,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
63717090101,REPREXAIN 5 MG-200 MG TABLET,5-200 mg,Tablet,Oral,C-II,hydrocodone/ibuprofen,OPIOID ANALGESIC AND NSAID COMBINATION,ANALGESICS
63739000410,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,300-30 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
63739000610,METHADONE 10 MG TABLET,10 MG,Tablet,Oral,C-II,methadone HCl,OPIOID ANALGESICS,ANALGESICS
63739021710,OXYCODONE-ACETAMINOPHEN 10 MG-325 MG TABLET,10-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
63739036510,OXYCODONE 5 MG TABLET,5 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
63739053210,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
63739055710,HYDROCODONE 7.5 MG-IBUPROFEN 200 MG TABLET,7.5-200 mg,Tablet,Oral,C-II,hydrocodone/ibuprofen,OPIOID ANALGESIC AND NSAID COMBINATION,ANALGESICS
63739067110,TRAMADOL 50 MG TABLET,50 mg,Tablet,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
63739070410,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
63739079110,HYDROMORPHONE 4 MG TABLET,4 MG,Tablet,Oral,C-II,hydromorphone HCl,OPIOID ANALGESICS,ANALGESICS
64376061101,ACETAMINOPHEN 712.8 MG-CAFFEINE 60 MG-DIHYDROCODEINE 32 MG TABLET,712.8-60-32 mg,Tablet,Oral,C-III,acetaminophen/caff/dihydrocod,"OPIOID ANALGESIC,NON-SALICYLATE,XANTHINE COMB",ANALGESICS
64376061131,ACETAMINOPHEN 712.8 MG-CAFFEINE 60 MG-DIHYDROCODEINE 32 MG TABLET,712.8-60-32 mg,Tablet,Oral,C-III,acetaminophen/caff/dihydrocod,"OPIOID ANALGESIC,NON-SALICYLATE,XANTHINE COMB",ANALGESICS
64376064016,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG/15 ML ORAL SOLUTION,7.5-325 mg/15 mL,Solution,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
64376064040,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG/15 ML ORAL SOLUTION,7.5-325 mg/15 mL,Solution,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
64376064301,HYDROCODONE 10 MG-ACETAMINOPHEN 300 MG TABLET,10-300 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
64376064305,HYDROCODONE 10 MG-ACETAMINOPHEN 300 MG TABLET,10-300 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
64376064801,HYDROCODONE 5 MG-ACETAMINOPHEN 300 MG TABLET,5-300 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
64376064805,HYDROCODONE 5 MG-ACETAMINOPHEN 300 MG TABLET,5-300 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
64376064901,HYDROCODONE 7.5 MG-ACETAMINOPHEN 300 MG TABLET,7.5-300 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
64376064905,HYDROCODONE 7.5 MG-ACETAMINOPHEN 300 MG TABLET,7.5-300 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
64720022410,OXYCODONE 5 MG TABLET,5 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
64720022510,OXYCODONE 15 MG TABLET,15 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
64720022610,OXYCODONE 30 MG TABLET,30 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
64720025810,OXYMORPHONE 5 MG TABLET,5 MG,Tablet,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
64720025910,OXYMORPHONE 10 MG TABLET,10 MG,Tablet,Oral,C-II,oxymorphone HCl,OPIOID ANALGESICS,ANALGESICS
64950034047,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG/15 ML ORAL SOLUTION,7.5-325 mg/15 mL,Solution,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
64950035405,OXYCODONE 5 MG/5 ML ORAL SOLN,5 mg/5 mL,Solution,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
64950035450,OXYCODONE 5 MG/5 ML ORAL SOLN,5 mg/5 mL,Solution,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
64950035455,OXYCODONE 5 MG/5 ML ORAL SOLN,5 mg/5 mL,Solution,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
64950090110,OXYCODONE 5 MG CAPSULE,5 mg,Capsule,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
64980017601,CARISOPRODOL-ASA-CODEINE 200 MG-325 MG-16 MG TABLET,200-325-16 mg,Tablet,Oral,C-III,carisoprodol/aspirin/codeine,"SKELETAL MUSCLE RELAXANT,SALICYLAT,OPIOID ANALGESC",ANALGESICS
65162003310,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,300-30 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
65162003311,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,300-30 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
65162004710,OXYCODONE 5 MG TABLET,5 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
65162004750,OXYCODONE 5 MG TABLET,5 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
65162004810,OXYCODONE 10 MG TABLET,10 mg,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
65162004910,OXYCODONE 15 MG TABLET,15 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
65162004950,OXYCODONE 15 MG TABLET,15 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
65162005010,OXYCODONE 20 MG TABLET,20 mg,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
65162005110,OXYCODONE 30 MG TABLET,30 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
65162005150,OXYCODONE 30 MG TABLET,30 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
65162011510,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
65162011511,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
65162011550,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
65162012050,HYDROCODONE 10 MG-ACETAMINOPHEN 500 MG TABLET,10-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
65162020710,OXYCODONE-ACETAMINOPHEN 7.5 MG-325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
65162020750,OXYCODONE-ACETAMINOPHEN 7.5 MG-325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
65162061710,TRAMADOL 37.5 MG-ACETAMINOPHEN 325 MG TABLET,37.5-325 mg,Tablet,Oral,C-IV,tramadol HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
65162061711,TRAMADOL 37.5 MG-ACETAMINOPHEN 325 MG TABLET,37.5-325 mg,Tablet,Oral,C-IV,tramadol HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
65162061750,TRAMADOL 37.5 MG-ACETAMINOPHEN 325 MG TABLET,37.5-325 mg,Tablet,Oral,C-IV,tramadol HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
65162062710,TRAMADOL 50 MG TABLET,50 mg,Tablet,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
65162062711,TRAMADOL 50 MG TABLET,50 mg,Tablet,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
65162062750,TRAMADOL 50 MG TABLET,50 mg,Tablet,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
65162069610,HYDROCODONE 10 MG-ACETAMINOPHEN 300 MG TABLET,10-300 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
65224031060,"ZOHYDRO ER 10 MG CAPSULE, ORAL ONLY,EXTENDED RELEASE",10 mg,"capsule, oral only, ER 12hr",Oral,C-II,hydrocodone bitartrate,OPIOID ANALGESICS,ANALGESICS
65224031560,"ZOHYDRO ER 15 MG CAPSULE, ORAL ONLY,EXTENDED RELEASE",15 mg,"capsule, oral only, ER 12hr",Oral,C-II,hydrocodone bitartrate,OPIOID ANALGESICS,ANALGESICS
65224032060,"ZOHYDRO ER 20 MG CAPSULE, ORAL ONLY,EXTENDED RELEASE",20 mg,"capsule, oral only, ER 12hr",Oral,C-II,hydrocodone bitartrate,OPIOID ANALGESICS,ANALGESICS
65224033060,"ZOHYDRO ER 30 MG CAPSULE, ORAL ONLY,EXTENDED RELEASE",30 mg,"capsule, oral only, ER 12hr",Oral,C-II,hydrocodone bitartrate,OPIOID ANALGESICS,ANALGESICS
65224034060,"ZOHYDRO ER 40 MG CAPSULE, ORAL ONLY,EXTENDED RELEASE",40 mg,"capsule, oral only, ER 12hr",Oral,C-II,hydrocodone bitartrate,OPIOID ANALGESICS,ANALGESICS
65224035060,"ZOHYDRO ER 50 MG CAPSULE, ORAL ONLY,EXTENDED RELEASE",50 mg,"capsule, oral only, ER 12hr",Oral,C-II,hydrocodone bitartrate,OPIOID ANALGESICS,ANALGESICS
65597030110,"MORPHABOND ER 15 MG TABLET,ORAL ONLY (NOT FEEDING TUBES)",15 mg,"tablet,oral only,ER12 hr",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
65597030210,"MORPHABOND ER 30 MG TABLET,ORAL ONLY (NOT FEEDING TUBES)",30 mg,"tablet,oral only,ER12 hr",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
66479058110,ROXICODONE 15 MG TABLET,15 mg,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
66689002301,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG/15 ML ORAL SOLUTION,7.5-325 mg/15 mL,Solution,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
66689002304,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG/15 ML ORAL SOLUTION,7.5-325 mg/15 mL,Solution,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
66689002316,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG/15 ML ORAL SOLUTION,7.5-325 mg/15 mL,Solution,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
66689002416,OXYCODONE 5 MG/5 ML ORAL SOLN,5 mg/5 mL,Solution,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
66689002530,OXYCODONE 20 MG/ML ORAL CONCENTRATE,20 mg/mL,Concentrate,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
66689003204,MORPHINE 10 MG/5 ML ORAL SOLN,10 mg/5 mL,Solution,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
66689003216,MORPHINE 10 MG/5 ML ORAL SOLN,10 mg/5 mL,Solution,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
66689003250,MORPHINE 10 MG/5 ML ORAL SOLN,10 mg/5 mL,Solution,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
66689003316,MORPHINE 20 MG/5 ML (4 MG/ML) ORAL SOLUTION,20 mg/5 mL (4 mg/mL),Solution,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
66689040101,OXYCODONE 5 MG/5 ML ORAL SOLN,5 mg/5 mL,Solution,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
66689040150,OXYCODONE 5 MG/5 ML ORAL SOLN,5 mg/5 mL,Solution,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
66689040316,OXYCODONE 5 MG/5 ML ORAL SOLN,5 mg/5 mL,Solution,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
66689069430,METHADONE 10 MG/ML ORAL CONCENTRATE,10 mg/mL,Concentrate,Oral,C-II,methadone HCl,OPIOID ANALGESICS,ANALGESICS
66689069479,METHADONE 10 MG/ML ORAL CONCENTRATE,10 mg/mL,Concentrate,Oral,C-II,methadone HCl,OPIOID ANALGESICS,ANALGESICS
66689071116,METHADONE 5 MG/5 ML ORAL SOLN,5 mg/5 mL,Solution,Oral,C-II,methadone HCl,OPIOID ANALGESICS,ANALGESICS
66689071216,METHADONE 10 MG/5 ML ORAL SOLUTION,10 mg/5 mL,Solution,Oral,C-II,methadone HCl,OPIOID ANALGESICS,ANALGESICS
66992034010,TREZIX 356.4 MG-30 MG-16 MG CAPSULE,356.4-30-16 mg,Capsule,Oral,C-III,acetaminophen/caff/dihydrocod,"OPIOID ANALGESIC,NON-SALICYLATE,XANTHINE COMB",ANALGESICS
66992084010,TREZIX 320.5 MG-30 MG-16 MG CAPSULE,320.5-30-16 mg,Capsule,Oral,C-III,acetaminophen/caff/dihydrocod,"OPIOID ANALGESIC,NON-SALICYLATE,XANTHINE COMB",ANALGESICS
67767012018,FENTANYL 25 MCG/HR TRANSDERM PATCH,25 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
67767012118,FENTANYL 50 MCG/HR TRANSDERM PATCH,50 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
67767012218,FENTANYL 75 MCG/HR TRANSDERM PATCH,75 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
67767012318,FENTANYL 100 MCG/HR TRANSDERM PATCH,100 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
67877011601,METHADONE 10 MG TABLET,10 MG,Tablet,Oral,C-II,methadone HCl,OPIOID ANALGESICS,ANALGESICS
68025005330,"CONZIP 100 MG CAPSULE,EXTENDED RELEASE (25-75)",100 mg,"Capsule, ER mphase 24 hr 25-75",Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
68025005530,"CONZIP 200 MG CAPSULE,EXTENDED RELEASE (25-75)",200 mg,"Capsule, ER mphase 24 hr 25-75",Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
68025007130,"CONZIP 100 MG CAPSULE,EXTENDED RELEASE (25-75)",100 mg,"Capsule, ER mphase 24 hr 25-75",Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
68025007230,"CONZIP 200 MG CAPSULE,EXTENDED RELEASE (25-75)",200 mg,"Capsule, ER mphase 24 hr 25-75",Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
68025007330,"CONZIP 300 MG CAPSULE, EXTENDED RELEASE",300 mg,"Capsule, ER m-phase 24hr 17-83",Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
68084004801,OXYCODONE 10 MG TABLET,10 mg,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
68084010001,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
68084014401,HYDROCODONE 7.5 MG-ACETAMINOPHEN 750 MG TABLET,7.5-750 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
68084015701,"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",15 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
68084015801,"MORPHINE ER 30 MG TABLET,EXTENDED RELEASE",30 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
68084015901,"MORPHINE ER 60 MG TABLET,EXTENDED RELEASE",60 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
68084018401,OXYCODONE 15 MG TABLET,15 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
68084018501,OXYCODONE 30 MG TABLET,30 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
68084022701,HYDROCODONE 7.5 MG-IBUPROFEN 200 MG TABLET,7.5-200 mg,Tablet,Oral,C-II,hydrocodone/ibuprofen,OPIOID ANALGESIC AND NSAID COMBINATION,ANALGESICS
68084035301,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
68084035401,OXYCODONE 5 MG TABLET,5 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
68084035501,OXYCODONE-ACETAMINOPHEN 5 MG-325 MG TABLET,5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
68084036801,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
